sample_id,cluster
2325,4
2326,0
2327,3
2328,4
2329,4
2330,4
2331,4
2332,3
2333,3
2334,3
2335,1
2336,1
2337,0
2338,1
2339,1
2340,1
2341,0
2342,4
2343,4
2344,4
2345,0
2346,3
2347,3
2348,3
2349,0
2350,0
2351,3
2352,3
2353,0
2354,1
2355,0
2356,5
2357,0
2358,3
2359,5
2360,4
2361,0
2362,4
2363,4
2364,4
2365,1
2366,4
2367,3
2368,1
2369,3
2370,4
2371,0
2372,3
2373,1
2374,5
2375,4
2376,4
2377,4
2378,4
2379,4
2380,4
2381,4
2382,4
2383,4
2384,4
2385,5
2386,0
2387,3
2388,5
2389,4
2390,1
2391,5
2392,4
2393,1
2394,3
2395,4
2396,4
2397,0
2398,4
2399,4
2400,5
2401,4
2402,4
2403,3
2404,4
2405,4
2406,3
2407,4
2408,3
2409,1
2410,3
2411,5
2412,4
2413,4
2414,0
2415,0
2416,0
2417,3
2418,0
2419,1
2420,0
2421,1
2422,5
2423,0
2424,0
2425,0
2426,0
2427,4
2428,0
2429,3
2430,3
2431,0
2432,3
2433,0
2434,0
2435,5
2436,4
2437,1
2438,5
2439,3
2440,3
2441,3
2442,3
2443,3
2444,0
2445,0
2446,5
2447,3
2448,0
2449,3
2450,4
2451,3
2452,4
2453,4
2454,3
2455,4
2456,0
2457,1
2458,3
2459,5
2460,0
2461,4
2462,3
2463,3
2464,3
2465,3
2466,3
2467,5
2468,0
2469,3
2470,3
2471,5
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,4
2479,0
2480,4
2481,3
2482,3
2483,0
2484,0
2485,5
2486,5
2487,0
2488,1
2489,3
2490,3
2491,4
2492,3
2493,4
2494,5
2495,4
2496,4
2497,4
2498,4
2499,3
2500,3
2501,3
2502,0
2503,1
2504,5
2505,0
2506,0
2507,0
2508,0
2509,3
2510,3
2511,0
2512,0
2513,4
2514,4
2515,4
2516,4
2517,4
2518,4
2519,4
2520,4
2521,4
2522,4
2523,0
2524,3
2525,0
2526,3
2527,3
2528,4
2529,4
2530,4
2531,4
2532,0
2533,4
2534,5
2535,4
2536,4
2537,0
2538,5
2539,4
2540,0
2541,5
2542,4
2543,4
2544,4
2545,4
2546,4
2547,1
2548,3
2549,4
2550,3
2551,3
2552,3
2553,4
2554,0
2555,4
2556,4
2557,3
2558,0
2559,4
2560,5
2561,4
2562,5
2563,0
2564,4
2565,5
2566,0
2567,3
2568,3
2569,0
2570,0
2571,3
2572,3
2573,0
2574,0
2575,4
2576,0
2577,5
2578,0
2579,4
2580,4
2581,3
2582,0
2583,0
2584,4
2585,0
2586,5
2587,0
2588,5
2589,4
2590,0
2591,3
2592,1
2593,3
2594,0
2595,0
2596,4
2597,0
2598,3
2599,0
2600,0
2601,1
2602,0
2603,0
2604,0
2605,4
2606,0
2607,1
2608,3
2609,0
2610,3
2611,4
2612,4
2613,3
2614,0
2615,5
2616,5
2617,3
2618,0
2619,3
2620,4
2621,3
2622,3
2623,0
2624,5
2625,4
2626,0
2627,5
2628,5
2629,4
2630,0
2631,0
2632,0
2633,4
2634,0
2635,4
2636,0
2637,1
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,5
2646,0
2647,0
2648,0
2649,0
2650,3
2651,0
2652,0
2653,0
2654,3
2655,5
2656,4
2657,4
2658,0
2659,4
2660,0
2661,4
2662,0
2663,0
2664,0
2665,4
2666,3
2667,0
2668,0
2669,0
2670,4
2671,0
2672,0
2673,3
2674,3
2675,4
2676,5
2677,0
2678,3
2679,5
2680,0
2681,0
2682,3
2683,3
2684,3
2685,3
2686,0
2687,0
2688,3
2689,0
2690,5
2691,3
2692,0
2693,3
2694,0
2695,5
2696,4
2697,5
2698,0
2699,1
2700,0
2701,5
2702,4
2703,0
2704,0
2705,0
2706,0
2707,4
2708,4
2709,1
2710,5
2711,1
2712,4
2713,4
2714,0
2715,0
2716,3
2717,0
2718,3
2719,4
2720,4
2721,3
2722,3
2723,5
2724,0
2725,4
2726,5
2727,5
2728,3
2729,5
2730,0
2731,4
2732,0
2733,0
2734,5
2735,4
2736,5
2737,5
2738,3
2739,3
2740,5
2741,0
2742,0
2743,0
2744,5
2745,0
2746,4
2747,0
2748,0
2749,5
2750,0
2751,0
2752,5
2753,0
2754,0
2755,0
2756,3
2757,0
2758,3
2759,3
2760,5
2761,0
2762,0
2763,0
2764,4
2765,0
2766,0
2767,0
2768,0
2769,0
2770,0
2771,3
2772,5
2773,5
2774,1
2775,0
2776,3
2777,0
2778,0
2779,0
2780,5
2781,3
2782,0
2783,5
2784,0
2785,5
2786,0
2787,3
2788,0
2789,3
2790,0
2791,0
2792,4
2793,0
2794,5
2795,1
2796,5
2797,5
2798,3
2799,0
2800,0
2801,5
2802,4
2803,0
2804,1
2805,0
2806,4
2807,5
2808,4
2809,3
2810,5
2811,4
2812,0
2813,0
2814,3
2815,3
2816,0
2817,3
2818,3
2819,3
2820,4
2821,5
2822,3
2823,1
2824,4
2825,5
2826,0
2827,0
2828,4
2829,4
2830,3
2831,3
2832,5
2833,4
2834,4
2835,3
2836,5
2837,5
2838,0
2839,5
2840,3
2841,5
2842,3
2843,3
2844,5
2845,0
2846,3
2847,3
2848,0
2849,3
2850,0
2851,0
2852,5
2853,0
2854,5
2855,0
2856,0
2857,0
2858,3
2859,0
2860,3
2861,0
2862,0
2863,3
2864,3
2865,0
2866,3
2867,0
2868,3
2869,0
2870,0
2871,4
2872,0
2873,5
2874,3
2875,0
2876,3
2877,5
2878,4
2879,3
2880,3
2881,3
2882,1
2883,0
2884,0
2885,0
2886,0
2887,5
2888,0
2889,3
2890,5
2891,5
2892,5
2893,1
2894,0
2895,3
2896,5
2897,3
2898,0
2899,0
2900,3
2901,4
2902,5
2903,3
2904,3
2905,5
2906,0
2907,5
2908,0
2909,0
2910,5
2911,5
2912,0
2913,0
2914,0
2915,3
2916,3
2917,5
2918,0
2919,4
2920,0
2921,3
2922,3
2923,4
2924,4
2925,0
2926,4
2927,0
2928,3
2929,0
2930,3
2931,4
2932,5
2933,3
2934,4
2935,1
2936,1
2937,3
2938,0
2939,0
2940,3
2941,0
2942,0
2943,5
2944,0
2945,0
2946,3
2947,0
2948,4
2949,4
2950,3
2951,5
2952,0
2953,0
2954,3
2955,3
2956,3
2957,4
2958,0
2959,5
2960,0
2961,3
2962,0
2963,0
2964,4
2965,5
2966,5
2967,1
2968,5
2969,3
2970,4
2971,0
2972,0
2973,5
2974,0
2975,3
2976,4
2977,5
2978,0
2979,4
2980,0
2981,0
2982,1
2983,0
2984,0
2985,1
2986,0
2987,4
2988,0
2989,0
2990,3
2991,0
2992,3
2993,0
2994,0
2995,5
